,analysis,phylum,count,rel_abundance
32,MGYA00703745,Verrucomicrobia,539,0.14456874793808488
33,MGYA00703746,Acidobacteria,1,0.00022249465456592406
34,MGYA00703746,Actinobacteria,5780,1.286019103391041
35,MGYA00703746,Bacteroidetes,104221,23.18861539351517
36,MGYA00703746,Candidatus_Cloacimonetes,3,0.0006674839636977722
37,MGYA00703746,Fibrobacteres,6,0.0013349679273955443
38,MGYA00703746,Firmicutes,334917,74.5172422232556
39,MGYA00703746,Fusobacteria,117,0.026031874584213115
40,MGYA00703746,Ignavibacteriae,1,0.00022249465456592406
41,MGYA00703746,Kiritimatiellaeota,44,0.00978976480090066
42,MGYA00703746,Lentisphaerae,106,0.023584433383987947
43,MGYA00703746,Proteobacteria,2512,0.5589065722696013
44,MGYA00703746,Synergistetes,21,0.004672387745884405
45,MGYA00703746,Tenericutes,1660,0.36934112657943396
46,MGYA00703746,Verrucomicrobia,60,0.013349679273955443
47,MGYA00703747,Acidobacteria,1,0.00022249366449290356
48,MGYA00703747,Actinobacteria,5767,1.2831209631305749
49,MGYA00703747,Bacteroidetes,104272,23.19985938400404
50,MGYA00703747,Candidatus_Cloacimonetes,2,0.0004449873289858071
51,MGYA00703747,Fibrobacteres,6,0.0013349619869574213
52,MGYA00703747,Firmicutes,334885,74.509790833706
53,MGYA00703747,Fusobacteria,118,0.026254252410162618
54,MGYA00703747,Ignavibacteriae,1,0.00022249366449290356
55,MGYA00703747,Kiritimatiellaeota,44,0.009789721237687758
56,MGYA00703747,Lentisphaerae,106,0.02358432843624778
57,MGYA00703747,Proteobacteria,2511,0.5586815915416808
58,MGYA00703747,Synergistetes,21,0.004672366954350975
59,MGYA00703747,Tenericutes,1660,0.3693394830582199
60,MGYA00703747,Verrucomicrobia,57,0.012682138876095504
61,MGYA00703748,Acidobacteria,1,0.00019214695399041187
62,MGYA00703748,Actinobacteria,818,0.1571762083641569
63,MGYA00703748,Bacteroidetes,170459,32.75317763025162
64,MGYA00703748,Candidatus_Cloacimonetes,1,0.00019214695399041187
65,MGYA00703748,Chloroflexi,1,0.00019214695399041187
66,MGYA00703748,Cyanobacteria,10,0.0019214695399041187
67,MGYA00703748,Deferribacteres,2,0.00038429390798082374
68,MGYA00703748,Firmicutes,320514,61.58578881128287
69,MGYA00703748,Fusobacteria,5,0.0009607347699520593
70,MGYA00703748,Kiritimatiellaeota,1,0.00019214695399041187
71,MGYA00703748,Proteobacteria,27676,5.317859098638639
72,MGYA00703748,Streptophyta,2,0.00038429390798082374
73,MGYA00703748,Synergistetes,286,0.054954028841257795
74,MGYA00703748,Tenericutes,63,0.012105258101395948
75,MGYA00703748,Verrucomicrobia,596,0.11451958457828547
76,MGYA00703749,Actinobacteria,677,0.22846151250295277
77,MGYA00703749,Bacteroidetes,152729,51.54017480511591
78,MGYA00703749,Chloroflexi,1,0.0003374616137414369
79,MGYA00703749,Firmicutes,127502,43.02703067526069
80,MGYA00703749,Proteobacteria,15369,5.186447541592144
81,MGYA00703749,Verrucomicrobia,52,0.01754800391455472
82,MGYA00703750,Acidobacteria,1,0.0002868921830486885
83,MGYA00703750,Actinobacteria,2780,0.797560268875354
84,MGYA00703750,Bacteroidetes,93861,26.927987193132946
85,MGYA00703750,Candidatus_Cloacimonetes,12,0.0034427061965842613
86,MGYA00703750,Candidatus_Saccharibacteria,23,0.006598520210119835
87,MGYA00703750,Chloroflexi,2,0.000573784366097377
88,MGYA00703750,Cyanobacteria,1,0.0002868921830486885
89,MGYA00703750,Deinococcus-Thermus,10,0.002868921830486885
90,MGYA00703750,Firmicutes,219232,62.89594707413008
91,MGYA00703750,Fusobacteria,2050,0.5881289752498113
92,MGYA00703750,Proteobacteria,25534,7.325505001965212
93,MGYA00703750,Tenericutes,4765,1.3670412522270006
94,MGYA00703750,Verrucomicrobia,292,0.08377251745021703
95,MGYA00703751,Acidobacteria,2,0.0005575285872783127
96,MGYA00703751,Actinobacteria,2829,0.7886241867051733
97,MGYA00703751,Bacteroidetes,102804,28.65808444327983
98,MGYA00703751,Candidatus_Saccharibacteria,14,0.003902700110948189
99,MGYA00703751,Cyanobacteria,15,0.004181464404587346
100,MGYA00703751,Firmicutes,227057,63.29538422082592
101,MGYA00703751,Fusobacteria,62,0.017283386205627693
102,MGYA00703751,Proteobacteria,16462,4.589017801887792
103,MGYA00703751,Streptophyta,1,0.00027876429363915637
104,MGYA00703751,Synergistetes,40,0.011150571745566254
105,MGYA00703751,Tenericutes,9053,2.5236531503152824
106,MGYA00703751,Verrucomicrobia,387,0.10788178163835352
107,MGYA00703752,Acidobacteria,2,0.0007371260927894326
108,MGYA00703752,Actinobacteria,1552,0.5720098480045996
109,MGYA00703752,Bacteroidetes,104872,38.65194380150668
110,MGYA00703752,Candidatus_Cloacimonetes,1,0.0003685630463947163
111,MGYA00703752,Candidatus_Saccharibacteria,2,0.0007371260927894326
112,MGYA00703752,Cyanobacteria,6,0.0022113782783682976
113,MGYA00703752,Firmicutes,147088,54.21120136810603
114,MGYA00703752,Fusobacteria,9,0.0033170674175524465
115,MGYA00703752,Proteobacteria,17434,6.425528150845484
116,MGYA00703752,Streptophyta,2,0.0007371260927894326
117,MGYA00703752,Synergistetes,3,0.0011056891391841488
118,MGYA00703752,Tenericutes,4,0.001474252185578865
119,MGYA00703752,Verrucomicrobia,349,0.12862850319175598
120,MGYA00703753,Acidobacteria,1,0.0003685725553503835
121,MGYA00703753,Actinobacteria,1556,0.5734988961251968
122,MGYA00703753,Bacteroidetes,104890,38.65957533070172
123,MGYA00703753,Candidatus_Cloacimonetes,1,0.0003685725553503835
124,MGYA00703753,Candidatus_Saccharibacteria,2,0.000737145110700767
125,MGYA00703753,Cyanobacteria,6,0.0022114353321023013
126,MGYA00703753,Firmicutes,147063,54.203385707493446
127,MGYA00703753,Fusobacteria,9,0.0033171529981534512
128,MGYA00703753,Proteobacteria,17441,6.428273937866039
129,MGYA00703753,Streptophyta,2,0.000737145110700767
130,MGYA00703753,Synergistetes,3,0.0011057176660511506
131,MGYA00703753,Tenericutes,4,0.001474290221401534
132,MGYA00703753,Thermotogae,1,0.0003685725553503835
133,MGYA00703753,Verrucomicrobia,338,0.12457752370842962
134,MGYA00703754,Acidobacteria,1,0.00026821660099830217
135,MGYA00703754,Actinobacteria,401,0.10755485700031918
136,MGYA00703754,Bacteroidetes,200059,53.65914497911933
137,MGYA00703754,Candidatus_Cloacimonetes,19,0.005096115418967742
138,MGYA00703754,Fibrobacteres,1,0.00026821660099830217
139,MGYA00703754,Firmicutes,98324,26.372129076557066
140,MGYA00703754,Fusobacteria,44,0.011801530443925297
141,MGYA00703754,Lentisphaerae,56,0.01502012965590492
142,MGYA00703754,Proteobacteria,73377,19.68092953145242
143,MGYA00703754,Streptophyta,1,0.00026821660099830217
144,MGYA00703754,Verrucomicrobia,550,0.1475191305490662
145,MGYA00703755,Acidobacteria,1,0.0002869020602436946
146,MGYA00703755,Actinobacteria,2774,0.7958663151160089
147,MGYA00703755,Bacteroidetes,93799,26.91112634879831
148,MGYA00703755,Candidatus_Cloacimonetes,11,0.0031559226626806406
149,MGYA00703755,Candidatus_Saccharibacteria,23,0.006598747385604977
150,MGYA00703755,Chloroflexi,2,0.0005738041204873892
151,MGYA00703755,Cyanobacteria,1,0.0002869020602436946
152,MGYA00703755,Deinococcus-Thermus,10,0.002869020602436946
153,MGYA00703755,Firmicutes,219270,62.90901474963492
154,MGYA00703755,Fusobacteria,2053,0.5890099296803051
155,MGYA00703755,Proteobacteria,25532,7.32518340214201
156,MGYA00703755,Tenericutes,4770,1.3685228273624233
157,MGYA00703755,Verrucomicrobia,305,0.08750512837432685
158,MGYA00703756,Acidobacteria,1,0.0001921488000307438
159,MGYA00703756,Actinobacteria,828,0.15909920642545589
160,MGYA00703756,Bacteroidetes,170463,32.75426089964068
161,MGYA00703756,Chloroflexi,1,0.0001921488000307438
162,MGYA00703756,Cyanobacteria,10,0.001921488000307438
163,MGYA00703756,Deferribacteres,2,0.0003842976000614876
164,MGYA00703756,Firmicutes,320506,61.58484330265358
165,MGYA00703756,Fusobacteria,6,0.001152892800184463
166,MGYA00703756,Kiritimatiellaeota,2,0.0003842976000614876
167,MGYA00703756,Proteobacteria,27665,5.315796552850528
168,MGYA00703756,Streptophyta,2,0.0003842976000614876
169,MGYA00703756,Synergistetes,286,0.05495455680879273
170,MGYA00703756,Tenericutes,63,0.01210537440193686
171,MGYA00703756,Verrucomicrobia,595,0.11432853601829257
172,MGYA00703757,Acidobacteria,2,0.0005575316956768992
173,MGYA00703757,Actinobacteria,2824,0.7872347542957817
174,MGYA00703757,Bacteroidetes,102832,28.66604966492345
175,MGYA00703757,Candidatus_Saccharibacteria,14,0.003902721869738295
176,MGYA00703757,Cyanobacteria,16,0.004460253565415194
177,MGYA00703757,Firmicutes,227013,63.283471415349965
178,MGYA00703757,Fusobacteria,62,0.017283482565983874
179,MGYA00703757,Proteobacteria,16466,4.590158450507912
180,MGYA00703757,Streptophyta,1,0.0002787658478384496
181,MGYA00703757,Synergistetes,39,0.010871868065699536
182,MGYA00703757,Tenericutes,9053,2.5236672204814843
183,MGYA00703757,Verrucomicrobia,402,0.11206387083105675
184,MGYA00703758,Actinobacteria,677,0.22846536741753143
185,MGYA00703758,Bacteroidetes,152647,51.513372142073734
186,MGYA00703758,Chloroflexi,1,0.00033746730785455157
187,MGYA00703758,Firmicutes,127576,43.052729266852275
188,MGYA00703758,Proteobacteria,15367,5.185860119800894
189,MGYA00703758,Verrucomicrobia,57,0.01923563654770944
