PRJEB20721,NaN
PRJEB6358,NaN
PRJEB20475,NaN
PRJEB1220,24997787
PRJEB13747,NaN
PRJEB4927,25476529
PRJEB17783,NaN
PRJEB19677,28149696
PRJEB19895,NaN
PRJEB13870,34083435
PRJEB19367,NaN
PRJNA60717,21191099
PRJEB19103,NaN
PRJEB19090,27671352
PRJEB12357,27126044,22728514
PRJEB18265,NaN
PRJEB17980,NaN
PRJEB17882,NaN
PRJEB17754,NaN
PRJEB13092,NaN
PRJEB11199,NaN
PRJNA298960,NaN
PRJNA306884,NaN
PRJNA306615,NaN
PRJEB15257,NaN
PRJEB14935,NaN
PRJEB8094,26359913
PRJEB8022,NaN
PRJEB6542,NaN
PRJEB12057,NaN
PRJEB5431,NaN
PRJEB11554,NaN
PRJEB12431,27822556
PRJEB10865,NaN
PRJNA32089,19043404
PRJNA46321,NaN
PRJEB2778,NaN
PRJEB3085,23236009
PRJEB3148,NaN
PRJEB3206,23760301
PRJEB3227,NaN
PRJEB1421,NaN
PRJEB1786,34083435
PRJEB1775,23571589
PRJEB5761,NaN
PRJEB5771,NaN
PRJEB7331,NaN
PRJEB7899,NaN
PRJEB8201,NaN
PRJEB7949,NaN
PRJEB2054,NaN
PRJEB7507,NaN
PRJEB7637,NaN
PRJEB9150,NaN
PRJEB10326,28634574
